symbol,yf_symbol,akshare_symbol,name,market,sector_tags,market_cap,pe,float_pct,tags,is_loss,is_low_cap
688158.SH,688158.SH,688158,优刻得-W,CN,"人工智能,信创,数据中心,智谱AI概念,液冷概念,算力概念",205.47,1874.26,88.86,【高流通】,0,0
688561.SH,688561.SH,688561,奇安信-U,CN,"人工智能,信创",205.43,-13.23,100.0,【亏损】【高流通】,1,0
600131.SH,600131.SH,600131,国网信通,CN,"AI智能体,人工智能,信创,华为概念,数据中心,算力概念,鸿蒙概念",205.4,1199.15,99.8,【高流通】,0,0
301171.SZ,301171.SZ,301171,易点天下,CN,"AIGC概念,AI应用,人工智能,华为概念,多模态AI,虚拟机器人",205.25,-80.76,80.98,【亏损】【高流通】,1,0
601098.SH,601098.SH,601098,中南传媒,CN,华为概念,204.21,13.45,100.0,【低PE】【高流通】,0,0
688582.SH,688582.SH,688582,XD芯动联,CN,"无人驾驶,机器人概念",203.88,1996.25,62.28,,0,0
601519.SH,601519.SH,601519,大智慧,CN,"人工智能,华为概念,数据中心,虚拟机器人,鸿蒙概念",203.69,-172.12,100.0,【亏损】【高流通】,1,0
600171.SH,600171.SH,600171,上海贝岭,CN,"华为概念,国产芯片,存储芯片",203.46,226.89,100.0,【高流通】,0,0
688432.SH,688432.SH,688432,有研硅,CN,存储芯片,203.05,101.16,100.0,【高流通】,0,0
688652.SH,688652.SH,688652,京仪装备,CN,"国产芯片,存储芯片",202.94,109.24,71.88,,0,0
300170.SZ,300170.SZ,300170,汉得信息,CN,"AIGC概念,AI应用,AI智能体,人工智能,信创,华为概念,智谱AI概念",202.85,129.94,95.44,【高流通】,0,0
603005.SH,603005.SH,603005,晶方科技,CN,"华为概念,国产芯片,汽车芯片",202.83,77.49,100.0,【高流通】,0,0
300726.SZ,300726.SZ,300726,宏达电子,CN,"华为概念,华为海思",202.46,53.88,52.07,,0,0
300118.SZ,300118.SZ,300118,东方日升,CN,华为概念,202.24,-14.0,81.3,【亏损】【高流通】,1,0
300747.SZ,300747.SZ,300747,锐科激光,CN,国产芯片,202.18,120.81,92.94,【高流通】,0,0
688362.SH,688362.SH,688362,甬矽电子,CN,国产芯片,202.0,189.8,100.0,【高流通】,0,0
300638.SZ,300638.SZ,300638,广和通,CN,"AI智能体,机器人概念",201.89,522.14,58.99,,0,0
002290.SZ,002290.SZ,002290,禾盛新材,CN,"AI芯片,人工智能,国产芯片",201.67,116.96,99.63,【高流通】,0,0
002565.SZ,002565.SZ,002565,顺灏股份,CN,算力概念,201.61,252.22,100.0,【高流通】,0,0
000997.SZ,000997.SZ,000997,新 大 陆,CN,"AI应用,国产芯片,鸿蒙概念",201.51,17.92,99.44,【低PE】【高流通】,0,0
001287.SZ,001287.SZ,001287,中电港,CN,"人工智能,华为海思,国产芯片,存储芯片",201.07,31.73,100.0,【高流通】,0,0
600667.SH,600667.SH,600667,太极实业,CN,"国产芯片,存储芯片,数据中心",200.58,38.83,100.0,【高流通】,0,0
600380.SH,600380.SH,600380,健康元,CN,AI制药（医疗）,199.96,12.05,100.0,【低PE】【高流通】,0,0
688531.SH,688531.SH,688531,日联科技,CN,"PCB,人工智能",199.71,113.08,69.31,,0,0
001696.SZ,001696.SZ,001696,宗申动力,CN,机器人概念,198.78,28.95,77.85,,0,0
605118.SH,605118.SH,605118,力鼎光电,CN,"AI眼镜,无人驾驶",198.72,70.53,99.42,【高流通】,0,0
600629.SH,600629.SH,600629,华建集团,CN,"人工智能,华为概念",197.95,1205.28,98.75,【高流通】,0,0
000528.SZ,000528.SZ,000528,柳    工,CN,机器人概念,196.76,8.12,99.86,【低PE】【高流通】,0,0
000723.SZ,000723.SZ,000723,美锦能源,CN,"无人驾驶,机器人概念",196.4,-14.6,99.81,【亏损】【高流通】,1,0
300323.SZ,300323.SZ,300323,华灿光电,CN,"AI眼镜,华为概念,国产芯片",196.38,96.89,73.18,,0,0
000591.SZ,000591.SZ,000591,太阳能,CN,机器人概念,195.9,26.7,99.97,【高流通】,0,0
603613.SH,603613.SH,603613,国联股份,CN,"AI智能体,人工智能,华为概念,算力概念",195.48,17.84,100.0,【低PE】【高流通】,0,0
688123.SH,688123.SH,688123,聚辰股份,CN,"AIPC,AI眼镜,华为概念,国产芯片,存储芯片,无人驾驶,汽车芯片",195.45,158.42,100.0,【高流通】,0,0
002361.SZ,002361.SZ,002361,神剑股份,CN,机器人概念,195.44,-927.49,85.07,【亏损】【高流通】,1,0
600877.SH,600877.SH,600877,电科芯片,CN,国产芯片,194.78,-4029.31,100.0,【亏损】【高流通】,1,0
600959.SH,600959.SH,600959,江苏有线,CN,"AIGC概念,人工智能,数据中心,算力概念",194.03,76.61,100.0,【高流通】,0,0
601966.SH,601966.SH,601966,玲珑轮胎,CN,机器人概念,193.48,286.32,100.0,【高流通】,0,0
603638.SH,603638.SH,603638,艾迪精密,CN,机器人概念,193.15,31.88,100.0,【高流通】,0,0
300503.SZ,300503.SZ,300503,昊志机电,CN,"PCB,人形机器人,机器人执行器,机器人概念",193.1,53.09,78.18,,0,0
603341.SH,603341.SH,603341,龙旗科技,CN,"AIPC,AI眼镜,华为概念",192.37,312.11,50.94,,0,0
600186.SH,600186.SH,600186,莲花控股,CN,"AI智能体,算力概念",192.18,33.49,99.8,【高流通】,0,0
688380.SH,688380.SH,688380,中微半导,CN,"国产芯片,存储芯片,汽车芯片",191.73,93.53,100.0,【高流通】,0,0
000901.SZ,000901.SZ,000901,航天科技,CN,无人驾驶,191.57,318.66,100.0,【高流通】,0,0
002181.SZ,002181.SZ,002181,粤 传 媒,CN,"AIGC概念,AI应用",191.46,273.33,97.72,【高流通】,0,0
300002.SZ,300002.SZ,300002,神州泰岳,CN,"AI应用,AI智能体,人工智能,信创,华为概念,数据中心,算力概念",191.41,27.97,93.88,【高流通】,0,0
300679.SZ,300679.SZ,300679,电连技术,CN,"PCB,人形机器人,华为概念,无人驾驶,机器人概念",191.17,54.85,84.61,【高流通】,0,0
300253.SZ,300253.SZ,300253,卫宁健康,CN,"AI应用,AI智能体,人工智能,信创",190.19,338.88,82.25,【高流通】,0,0
300660.SZ,300660.SZ,300660,江苏雷利,CN,"人形机器人,机器人执行器,机器人概念,液冷概念",190.17,72.35,99.92,【高流通】,0,0
002439.SZ,002439.SZ,002439,启明星辰,CN,"人工智能,信创,华为概念,鸿蒙概念",189.22,97.11,60.15,,0,0
000581.SZ,000581.SZ,000581,威孚高科,CN,"国产芯片,机器人概念,汽车芯片",188.91,12.62,82.12,【低PE】【高流通】,0,0
688063.SH,688063.SH,688063,派能科技,CN,PCB,188.73,211.69,100.0,【高流通】,0,0
300455.SZ,300455.SZ,300455,航天智装,CN,"国产芯片,存储芯片,机器人概念",188.7,1554.3,98.73,【高流通】,0,0
603337.SH,603337.SH,603337,杰克科技,CN,"人工智能,人形机器人",188.37,18.35,99.44,【低PE】【高流通】,0,0
688772.SH,688772.SH,688772,珠海冠宇,CN,"人形机器人,华为概念",187.94,-55.46,100.0,【亏损】【高流通】,1,0
601636.SH,601636.SH,601636,旗滨集团,CN,国产芯片,187.28,357.02,100.0,【高流通】,0,0
000050.SZ,000050.SZ,000050,深天马Ａ,CN,"华为概念,国产芯片",187.28,-33.64,100.0,【亏损】【高流通】,1,0
600820.SH,600820.SH,600820,隧道股份,CN,国产芯片,186.76,15.71,100.0,【低PE】【高流通】,0,0
300065.SZ,300065.SZ,300065,海兰信,CN,"人工智能,数据中心,液冷概念,算力概念",186.73,2778.84,91.01,【高流通】,0,0
301489.SZ,301489.SZ,301489,思泉新材,CN,"AIPC,AI手机,液冷概念",185.38,174.73,58.95,,0,0
603124.SH,603124.SH,603124,江南新材,CN,PCB,185.24,59.25,53.25,,0,0
688661.SH,688661.SH,688661,和林微纳,CN,"华为概念,国产芯片",184.51,-359.62,100.0,【亏损】【高流通】,1,0
301128.SZ,301128.SZ,301128,强瑞技术,CN,"人形机器人,华为概念,数据中心,液冷概念",184.45,313.84,87.97,【高流通】,0,0
300131.SZ,300131.SZ,300131,英唐智控,CN,"AI眼镜,CPO概念,华为概念,国产芯片,存储芯片,无人驾驶,汽车芯片",184.44,1131.81,91.83,【高流通】,0,0
301291.SZ,301291.SZ,301291,明阳电气,CN,数据中心,184.01,186.95,51.67,,0,0
688100.SH,688100.SH,688100,威胜信息,CN,国产芯片,183.74,30.98,100.0,【高流通】,0,0
002171.SZ,002171.SZ,002171,楚江新材,CN,"PCB,机器人概念",183.55,32.74,99.43,【高流通】,0,0
002957.SZ,002957.SZ,002957,科瑞技术,CN,"华为概念,国产芯片,机器人概念",183.2,65.97,99.69,【高流通】,0,0
300199.SZ,300199.SZ,300199,翰宇药业,CN,"AI制药（医疗）,华为概念",183.18,35.83,84.37,【高流通】,0,0
603025.SH,603025.SH,603025,大豪科技,CN,"人工智能,机器人概念",182.68,19.2,99.33,【低PE】【高流通】,0,0
688700.SH,688700.SH,688700,东威科技,CN,PCB,182.32,102.85,100.0,【高流通】,0,0
002410.SZ,002410.SZ,002410,广联达,CN,"AI应用,AI智能体,人工智能",181.38,132.59,95.05,【高流通】,0,0
002583.SZ,002583.SZ,002583,海能达,CN,"人工智能,信创,国产芯片",180.77,-145.44,70.53,【亏损】,1,0
300913.SZ,300913.SZ,300913,兆龙互连,CN,"数据中心,机器人概念",180.27,92.83,74.62,,0,0
301029.SZ,301029.SZ,301029,怡合达,CN,"人形机器人,机器人概念",179.73,34.8,72.83,,0,0
002901.SZ,002901.SZ,002901,大博医疗,CN,机器人概念,179.68,30.65,69.67,,0,0
603305.SH,603305.SH,603305,旭升集团,CN,"人形机器人,机器人概念",178.09,35.57,100.0,【高流通】,0,0
002984.SZ,002984.SZ,002984,森麒麟,CN,人工智能,178.03,21.22,68.89,,0,0
301086.SZ,301086.SZ,301086,鸿富瀚,CN,液冷概念,177.35,114.19,52.13,,0,0
301389.SZ,301389.SZ,301389,隆扬电子,CN,AIPC,177.16,164.52,29.83,【低流通】,0,0
002975.SZ,002975.SZ,002975,博杰股份,CN,"AIPC,AI眼镜,人工智能,人形机器人,华为概念,存储芯片,机器人概念,液冷概念",176.94,67.12,66.04,,0,0
688028.SH,688028.SH,688028,沃尔德,CN,人形机器人,176.31,155.48,100.0,【高流通】,0,0
300166.SZ,300166.SZ,300166,东方国信,CN,"人工智能,信创,华为昇腾,华为概念,数据中心,算力概念,鸿蒙概念",175.82,-162.65,79.54,【亏损】,1,0
601609.SH,601609.SH,601609,金田股份,CN,"人工智能,人形机器人,机器人概念,液冷概念,算力概念",175.28,25.74,100.0,【高流通】,0,0
000682.SZ,000682.SZ,000682,东方电子,CN,华为概念,174.96,18.55,99.99,【低PE】【高流通】,0,0
600933.SH,600933.SH,600933,爱柯迪,CN,机器人概念,174.81,19.96,94.88,【低PE】【高流通】,0,0
600258.SH,600258.SH,600258,首旅酒店,CN,人工智能,174.75,25.83,100.0,【高流通】,0,0
301216.SZ,301216.SZ,301216,万凯新材,CN,"人形机器人,机器人概念",174.0,11.42,94.51,【低PE】【高流通】,0,0
002544.SZ,002544.SZ,002544,普天科技,CN,"PCB,华为概念,数据中心",173.67,-262.02,99.99,【亏损】【高流通】,1,0
002413.SZ,002413.SZ,002413,雷科防务,CN,"人工智能,华为概念,国产芯片,存储芯片,无人驾驶,算力概念",173.36,-271.88,98.19,【亏损】【高流通】,1,0
600528.SH,600528.SH,600528,中铁工业,CN,机器人概念,173.06,13.56,100.0,【低PE】【高流通】,0,0
600651.SH,600651.SH,600651,飞乐音响,CN,国产芯片,172.73,684.42,100.0,【高流通】,0,0
300296.SZ,300296.SZ,300296,利亚德,CN,"AI应用,AI眼镜,人工智能,人形机器人,华为概念,机器人概念",172.48,253.46,83.87,【高流通】,0,0
300657.SZ,300657.SZ,300657,弘信电子,CN,"AI手机,AI眼镜,PCB,华为概念,机器人概念,液冷概念,算力概念",172.41,113.67,97.17,【高流通】,0,0
300398.SZ,300398.SZ,300398,飞凯材料,CN,"国产芯片,存储芯片",172.41,32.85,99.45,【高流通】,0,0
002815.SZ,002815.SZ,002815,崇达技术,CN,"AIPC,PCB,机器人概念",171.55,132.28,62.97,,0,0
688088.SH,688088.SH,688088,虹软科技,CN,"AI应用,AI手机,AI眼镜,人工智能,华为概念,国产芯片,无人驾驶,机器人概念",170.9,79.0,100.0,【高流通】,0,0
002416.SZ,002416.SZ,002416,爱施德,CN,算力概念,170.65,33.34,98.76,【高流通】,0,0
300113.SZ,300113.SZ,300113,顺网科技,CN,"AI应用,AI智能体,人工智能,华为概念,多模态AI,算力概念",170.29,52.89,75.5,,0,0
688567.SH,688567.SH,688567,孚能科技,CN,人形机器人,170.12,-30.32,100.0,【亏损】【高流通】,1,0
300083.SZ,300083.SZ,300083,创世纪,CN,人形机器人,169.65,58.78,89.65,【高流通】,0,0
002929.SZ,002929.SZ,002929,润建股份,CN,"人工智能,信创,华为概念,多模态AI,数据中心,算力概念,虚拟机器人",169.54,336.34,74.6,,0,0
605111.SH,605111.SH,605111,新洁能,CN,"国产芯片,无人驾驶,机器人概念,汽车芯片,算力概念",168.96,44.68,100.0,【高流通】,0,0
600596.SH,600596.SH,600596,新安股份,CN,"机器人概念,液冷概念",168.56,43.77,100.0,【高流通】,0,0
688403.SH,688403.SH,688403,汇成股份,CN,"国产芯片,存储芯片",168.56,-328.98,100.0,【亏损】【高流通】,1,0
600764.SH,600764.SH,600764,中国海防,CN,国产芯片,167.85,162.14,100.0,【高流通】,0,0
301095.SZ,301095.SZ,301095,广立微,CN,"CPO概念,国产芯片",167.64,-391.06,86.39,【亏损】【高流通】,1,0
002922.SZ,002922.SZ,002922,伊戈尔,CN,"华为概念,数据中心",167.54,60.99,88.62,【高流通】,0,0
301039.SZ,301039.SZ,301039,中集车辆,CN,"华为概念,无人驾驶",167.36,26.67,77.5,,0,0
600633.SH,600633.SH,600633,浙数文化,CN,"AI应用,人工智能,数据中心",166.37,25.99,100.0,【高流通】,0,0
002913.SZ,002913.SZ,002913,奥士康,CN,"AIPC,PCB,华为概念",165.82,237.56,95.06,【高流通】,0,0
300133.SZ,300133.SZ,300133,华策影视,CN,"AIGC概念,AI智能体,AI语料,智谱AI概念,算力概念",165.03,50.77,88.78,【高流通】,0,0
000620.SZ,000620.SZ,000620,盈新发展,CN,存储芯片,164.41,-34.43,79.56,【亏损】,1,0
301362.SZ,301362.SZ,301362,民爆光电,CN,PCB,164.33,185.63,28.35,【低流通】,0,0
688484.SH,688484.SH,688484,南芯科技,CN,"AI眼镜,国产芯片,汽车芯片",164.27,1230.16,100.0,【高流通】,0,0
300088.SZ,300088.SZ,300088,长信科技,CN,"华为概念,华为汽车,算力概念",163.6,85.35,99.51,【高流通】,0,0
605289.SH,605289.SH,605289,罗曼股份,CN,算力概念,163.57,87.88,99.39,【高流通】,0,0
002607.SZ,002607.SZ,002607,中公教育,CN,"AIGC概念,AI应用,人工智能",163.44,86.33,89.88,【高流通】,0,0
000410.SZ,000410.SZ,000410,沈阳机床,CN,人工智能,163.18,-120.57,74.4,【亏损】,1,0
300100.SZ,300100.SZ,300100,双林股份,CN,"人形机器人,机器人概念",163.07,48.26,96.36,【高流通】,0,0
300684.SZ,300684.SZ,300684,中石科技,CN,"AI手机,华为概念,数据中心,液冷概念",162.87,62.86,68.21,,0,0
000070.SZ,000070.SZ,000070,特发信息,CN,"人工智能,华为概念,数据中心",162.78,-426.8,98.7,【亏损】【高流通】,1,0
002324.SZ,002324.SZ,002324,普利特,CN,机器人概念,162.73,85.56,69.79,,0,0
688227.SH,688227.SH,688227,品高股份,CN,"AI智能体,人工智能,信创,国产芯片,算力概念",162.29,-264.74,100.0,【亏损】【高流通】,1,0
300209.SZ,300209.SZ,300209,行云科技,CN,"人工智能,算力概念",162.23,-184.05,79.1,【亏损】,1,0
600201.SH,600201.SH,600201,生物股份,CN,人工智能,162.2,50.28,100.0,【高流通】,0,0
000550.SZ,000550.SZ,000550,江铃汽车,CN,"华为概念,华为汽车,无人驾驶",161.85,11.88,60.06,【低PE】,0,0
002645.SZ,002645.SZ,002645,华宏科技,CN,人工智能,161.73,18.68,89.06,【低PE】【高流通】,0,0
601965.SH,601965.SH,601965,中国汽研,CN,"华为概念,华为汽车,无人驾驶",161.49,24.53,99.54,【高流通】,0,0
002010.SZ,002010.SZ,002010,传化智联,CN,"华为概念,机器人概念",161.14,15.17,99.76,【低PE】【高流通】,0,0
601137.SH,601137.SH,601137,博威合金,CN,"AI手机,华为概念,机器人概念",160.83,-44.01,99.93,【亏损】【高流通】,1,0
000785.SZ,000785.SZ,000785,居然智家,CN,AI智能体,160.66,64.67,93.21,【高流通】,0,0
600226.SH,600226.SH,600226,亨通股份,CN,PCB,160.62,55.91,100.0,【高流通】,0,0
300446.SZ,300446.SZ,300446,航天智造,CN,"PCB,华为概念,华为汽车,无人驾驶",160.54,29.2,44.19,,0,0
600345.SH,600345.SH,600345,长江通信,CN,人工智能,160.39,223.47,64.18,,0,0
688031.SH,688031.SH,688031,星环科技-U,CN,"人工智能,信创",159.9,-71.39,100.0,【亏损】【高流通】,1,0
301150.SZ,301150.SZ,301150,中一科技,CN,PCB,159.81,56.4,95.44,【高流通】,0,0
300735.SZ,300735.SZ,300735,光弘科技,CN,"AI手机,华为概念,华为汽车,机器人概念",159.71,234.27,98.69,【高流通】,0,0
688062.SH,688062.SH,688062,迈威生物-U,CN,AI制药（医疗）,159.62,-16.49,45.7,【亏损】,1,0
603009.SH,603009.SH,603009,北特科技,CN,人形机器人,159.13,146.38,97.7,【高流通】,0,0
002768.SZ,002768.SZ,002768,国恩股份,CN,"华为概念,机器人概念",159.06,15.5,58.67,【低PE】,0,0
301031.SZ,301031.SZ,301031,中熔电气,CN,"华为概念,华为汽车,数据中心",158.54,34.81,78.63,,0,0
301589.SZ,301589.SZ,301589,诺瓦星云,CN,"人工智能,国产芯片",158.46,41.56,37.28,,0,0
688131.SH,688131.SH,688131,皓元医药,CN,"AI制药（医疗）,人工智能",158.14,58.28,100.0,【高流通】,0,0
002906.SZ,002906.SZ,002906,华阳集团,CN,"人形机器人,华为概念,华为汽车,无人驾驶",158.0,23.83,99.94,【高流通】,0,0
301123.SZ,301123.SZ,301123,奕东电子,CN,"PCB,液冷概念",157.87,415.88,70.34,,0,0
603662.SH,603662.SH,603662,柯力传感,CN,"人工智能,人形机器人,华为概念,机器人执行器",157.83,95.96,100.0,【高流通】,0,0
688798.SH,688798.SH,688798,艾为电子,CN,"AI手机,AI眼镜,国产芯片",157.62,77.18,58.23,,0,0
920808.BJ,920808.BJ,920808,曙光数创,CN,"数据中心,液冷概念",157.46,-82.71,97.29,【亏损】【高流通】,1,0
688116.SH,688116.SH,688116,天奈科技,CN,机器人概念,157.13,69.66,100.0,【高流通】,0,0
603002.SH,603002.SH,603002,宏昌电子,CN,PCB,156.73,8362.81,100.0,【高流通】,0,0
300077.SZ,300077.SZ,300077,国民技术,CN,"华为概念,国产芯片,机器人概念",156.31,-248.19,83.51,【亏损】【高流通】,1,0
002400.SZ,002400.SZ,002400,省广集团,CN,"AIGC概念,AI应用,数据中心",156.2,255.09,99.01,【高流通】,0,0
300229.SZ,300229.SZ,300229,拓尔思,CN,"AIGC概念,AI应用,AI智能体,AI语料,人工智能,信创,华为昇腾,华为概念,多模态AI,数据中心",156.12,-50.42,99.93,【亏损】【高流通】,1,0
301392.SZ,301392.SZ,301392,汇成真空,CN,"国产芯片,无人驾驶",156.11,141.95,40.8,,0,0
000035.SZ,000035.SZ,000035,中国天楹,CN,"人工智能,机器人概念",155.94,35.21,96.86,【高流通】,0,0
603773.SH,603773.SH,603773,沃格光电,CN,"CPO概念,华为概念",155.85,-76.25,99.97,【亏损】【高流通】,1,0
600271.SH,600271.SH,600271,航天信息,CN,"AI应用,人工智能,信创,国产芯片,鸿蒙概念",155.83,-14.84,100.0,【亏损】【高流通】,1,0
603619.SH,603619.SH,603619,中曼石油,CN,机器人概念,155.62,122.91,100.0,【高流通】,0,0
002182.SZ,002182.SZ,002182,宝武镁业,CN,"华为概念,华为汽车,机器人概念",155.61,764.44,87.27,【高流通】,0,0
601038.SH,601038.SH,601038,一拖股份,CN,无人驾驶,155.51,6.91,65.12,【低PE】,0,0
002396.SZ,002396.SZ,002396,星网锐捷,CN,"人工智能,信创,华为概念,数据中心",155.21,104.23,99.59,【高流通】,0,0
603031.SH,603031.SH,603031,安孚科技,CN,"AI芯片,国产芯片",155.15,29.02,84.1,【高流通】,0,0
300593.SZ,300593.SZ,300593,新雷能,CN,国产芯片,155.1,-90.03,83.0,【亏损】【高流通】,1,0
300655.SZ,300655.SZ,300655,晶瑞电材,CN,"国产芯片,存储芯片,无人驾驶",154.72,578.03,99.43,【高流通】,0,0
301510.SZ,301510.SZ,301510,固高科技,CN,机器人概念,154.64,175.23,69.79,,0,0
603505.SH,603505.SH,603505,金石资源,CN,液冷概念,154.36,62.99,100.0,【高流通】,0,0
688352.SH,688352.SH,688352,颀中科技,CN,国产芯片,154.22,-13.15,30.77,【亏损】,1,0
600022.SH,600022.SH,600022,山东钢铁,CN,"人工智能,机器人概念",154.06,-17.67,100.0,【亏损】【高流通】,1,0
300184.SZ,300184.SZ,300184,力源信息,CN,"AI芯片,华为概念,华为海思,国产芯片,存储芯片,液冷概念",153.66,27.97,91.57,【高流通】,0,0
600821.SH,600821.SH,600821,金开新能,CN,算力概念,153.45,-199.81,100.0,【亏损】【高流通】,1,0
603052.SH,603052.SH,603052,可川科技,CN,"AI眼镜,CPO概念",153.02,-330.11,100.0,【亏损】【高流通】,1,0
000681.SZ,000681.SZ,000681,视觉中国,CN,"AIGC概念,AI应用,AI智能体,AI语料,人工智能,华为概念,多模态AI,智谱AI概念",152.87,16.0,96.51,【低PE】【高流通】,0,0
600720.SH,600720.SH,600720,中交设计,CN,数据中心,152.82,53.48,43.98,,0,0
301682.SZ,301682.SZ,301682,宏明电子,CN,算力概念,152.7,27.38,21.13,【低流通】,0,0
301363.SZ,301363.SZ,301363,美好医疗,CN,机器人概念,152.23,67.14,65.6,,0,0
600268.SH,600268.SH,600268,国电南自,CN,"人工智能,华为概念,机器人概念",152.08,90.4,99.5,【高流通】,0,0
688308.SH,688308.SH,688308,欧科亿,CN,机器人概念,151.86,18.62,100.0,【低PE】【高流通】,0,0
603220.SH,603220.SH,603220,中贝通信,CN,"CPO概念,算力概念",151.57,-1331075.0,80.97,【亏损】【高流通】,1,0
002980.SZ,002980.SZ,002980,华盛昌,CN,"AI智能体,AI眼镜,人工智能,鸿蒙概念",151.41,213.13,53.48,,0,0
688593.SH,688593.SH,688593,新相微,CN,"AI眼镜,国产芯片,汽车芯片",151.37,704.86,70.22,,0,0
300468.SZ,300468.SZ,300468,四方精创,CN,"人工智能,信创,华为概念",151.08,356.11,99.84,【高流通】,0,0
600167.SH,600167.SH,600167,联美控股,CN,华为概念,150.93,7.08,100.0,【低PE】【高流通】,0,0
600589.SH,600589.SH,600589,大位科技,CN,"数据中心,算力概念",149.51,-117.3,99.58,【亏损】【高流通】,1,0
300182.SZ,300182.SZ,300182,捷成股份,CN,"AIGC概念,AI应用,AI智能体,AI语料,人工智能,华为昇腾,华为概念,多模态AI",149.17,33.03,84.82,【高流通】,0,0
600986.SH,600986.SH,600986,浙文互联,CN,"AIGC概念,AI应用,AI智能体,算力概念",148.59,-163.6,100.0,【亏损】【高流通】,1,0
301196.SZ,301196.SZ,301196,唯科科技,CN,机器人概念,148.5,52.03,65.41,,0,0
300459.SZ,300459.SZ,300459,汤姆猫,CN,"AI应用,人工智能,华为概念,多模态AI,数据中心",148.37,120.63,93.5,【高流通】,0,0
002925.SZ,002925.SZ,002925,盈趣科技,CN,"人工智能,机器人概念",148.24,39.74,94.74,【高流通】,0,0
300045.SZ,300045.SZ,300045,华力创通,CN,"人工智能,国产芯片",148.17,-309.81,77.91,【亏损】,1,0
300469.SZ,300469.SZ,300469,信息发展,CN,"人工智能,信创",148.12,-117.95,99.95,【亏损】【高流通】,1,0
688206.SH,688206.SH,688206,概伦电子,CN,"信创,国产芯片,存储芯片",148.0,-301.03,100.0,【亏损】【高流通】,1,0
605365.SH,605365.SH,605365,立达信,CN,"国产芯片,鸿蒙概念",147.94,186.04,100.0,【高流通】,0,0
002779.SZ,002779.SZ,002779,中坚科技,CN,"人形机器人,机器人概念",147.93,129.09,89.72,【高流通】,0,0
603738.SH,603738.SH,603738,泰晶科技,CN,"CPO概念,人形机器人,华为概念,华为海思,机器人概念",147.87,160.42,100.0,【高流通】,0,0
300009.SZ,300009.SZ,300009,安科生物,CN,"AI制药（医疗）,人工智能",147.74,22.04,73.61,,0,0
002158.SZ,002158.SZ,002158,汉钟精机,CN,数据中心,147.64,30.36,99.78,【高流通】,0,0
688691.SH,688691.SH,688691,灿芯股份,CN,国产芯片,147.36,-129.13,60.8,【亏损】,1,0
300005.SZ,300005.SZ,300005,探路者,CN,国产芯片,147.22,65.21,99.19,【高流通】,0,0
300682.SZ,300682.SZ,300682,朗新科技,CN,人工智能,147.07,-73.96,95.65,【亏损】【高流通】,1,0
000970.SZ,000970.SZ,000970,中科三环,CN,机器人概念,146.86,223.93,100.0,【高流通】,0,0
002617.SZ,002617.SZ,002617,露笑科技,CN,机器人概念,146.82,51.76,98.35,【高流通】,0,0
600552.SH,600552.SH,600552,凯盛科技,CN,华为概念,146.79,131.45,100.0,【高流通】,0,0
002338.SZ,002338.SZ,002338,奥普光电,CN,国产芯片,146.54,117.81,100.0,【高流通】,0,0
300428.SZ,300428.SZ,300428,立中集团,CN,人形机器人,146.3,18.41,87.04,【低PE】【高流通】,0,0
688698.SH,688698.SH,688698,伟创电气,CN,"人形机器人,机器人概念",146.05,75.59,100.0,【高流通】,0,0
603283.SH,603283.SH,603283,赛腾股份,CN,"PCB,存储芯片",145.97,40.07,100.0,【高流通】,0,0
000810.SZ,000810.SZ,000810,创维数字,CN,"AIGC概念,AI眼镜,人工智能,华为概念,华为海思",145.96,44.03,96.56,【高流通】,0,0
688258.SH,688258.SH,688258,卓易信息,CN,"AIPC,AI应用,华为概念,华为海思",145.87,61.32,100.0,【高流通】,0,0
600366.SH,600366.SH,600366,宁波韵升,CN,"人形机器人,机器人概念",145.84,31.29,100.0,【高流通】,0,0
300900.SZ,300900.SZ,300900,广联航空,CN,人形机器人,145.67,345.66,78.35,,0,0
300580.SZ,300580.SZ,300580,贝斯特,CN,"PCB,人形机器人,华为汽车",145.42,49.78,94.08,【高流通】,0,0
300693.SZ,300693.SZ,300693,盛弘股份,CN,数据中心,145.36,42.66,85.95,【高流通】,0,0
688559.SH,688559.SH,688559,海目星,CN,华为概念,145.21,144.0,100.0,【高流通】,0,0
002183.SZ,002183.SZ,002183,怡 亚 通,CN,"信创,国产芯片,存储芯片,算力概念,鸿蒙概念",145.17,215.85,100.0,【高流通】,0,0
301183.SZ,301183.SZ,301183,东田微,CN,"华为概念,无人驾驶",144.93,129.1,73.3,,0,0
300139.SZ,300139.SZ,300139,晓程科技,CN,国产芯片,144.89,80.67,85.28,【高流通】,0,0
600666.SH,600666.SH,600666,奥瑞德,CN,"AI智能体,人工智能,算力概念",144.18,-371.82,90.94,【亏损】【高流通】,1,0
000880.SZ,000880.SZ,000880,潍柴重机,CN,数据中心,143.33,65.63,48.94,,0,0
001308.SZ,001308.SZ,001308,康冠科技,CN,"AI眼镜,人工智能,华为概念",143.21,23.05,69.2,,0,0
688327.SH,688327.SH,688327,云从科技-UW,CN,"AI应用,AI智能体,人工智能,信创,华为昇腾,华为概念,多模态AI,算力概念",143.11,-274.88,80.25,【亏损】【高流通】,1,0
600353.SH,600353.SH,600353,旭光电子,CN,"华为概念,国产芯片",143.0,107.13,99.86,【高流通】,0,0
002226.SZ,002226.SZ,002226,江南化工,CN,"人工智能,机器人概念",142.25,26.47,100.0,【高流通】,0,0
